odid	display_name	release_date	release_pattern	distributor	movie_url	production_year	running_time	sequel	opening_weekend_revenue	opening_weekend_theaters	maximum_theaters	theatrical_engagements	domestic_dvd_units	domestic_dvd_spending	domestic_bluray_units	domestic_bluray_spending	creative_type	source	production_method	genre	production_budget	domestic_box_office	international_box_office	inflation_adjusted_domestic_box_	franchise	video_rental_spending	rating	reason	production_company1	production_company2	production_company3	imdbid	movieId	imdb_moviemeter	imdb_rating	imdb_votes
149460100	Free Birds	2013-11-01	Wide	Relativity	Free-Birds	2013	91	0	15805237	3736	3736	19452	741013	13251698	203688	4645610	Kids Fiction	Original Screenplay	Digital Animation	Comedy	55000000	55750480	54636592	57803347		23691742	PG	for some action/peril and rude humor.				1621039	106240		5.9	14215
149490100	Tower Heist	2011-11-04	Wide	Universal	Tower-Heist	2011	104	0	24025190	3367	3370	19426	1009144	16934578	231251	5031749	Contemporary Fiction	Original Screenplay	Live Action	Comedy	85000000	78046570	75441402	82962547		29631032	PG-13	for language and sexual content	Imagine Entertainment	Relativity Media	Brian Grazer Productions	471042	90717		6.2	96730
149520100	Lee Daniels' The Butler	2013-08-16	Wide	Weinstein Co.	Butler-The	2011	132	0	24637312	2933	3330	26806	1500745	25040248	306422	7501882	Dramatization	Based on Real Life Events	Live Action	Drama	30000000	116632095	60393403	120934133		36538299	PG-13	for some violence and disturbing images, language, sexual material, thematic elements and smoking.	Weinstein Company	Laura Ziskin Productions	Windy Hill Pictures	1327773	104337		7.1	66293
149540100	The Dictator	2012-05-16	Wide	Paramount Pictures	Dictator-The	2011	83	0	17435092	3008	3014	12339	381129	5576315	149548	2762438	Contemporary Fiction	Original Screenplay	Live Action	Comedy	65000000	59650222	120498675	63172279		28533468	R	for strong crude and sexual content, brief male nudity, language and some violent images.	Paramount Pictures	Four by Two Films	Berg Mandel	1645170	94677		6.4	175853
149600100	Hansel & Gretel: Witch Hunters	2013-01-25	Wide	Paramount Pictures	Hansel-and-Gretel-Witch-Hunters	2011	100	0	19690956	3372	3375	15373	873373	12645228	590573	16128637	Contemporary Fiction	Based on Folk Tale/Legend/Fairytale	Live Action	Action	50000000	55703475	159246241	57758946		33582723	R	for strong fantasy horror violence and gore, brief sexuality/nudity and language.	Paramount Pictures	Metro-Goldwyn-Mayer Pictures	MTV Films	1428538	100163		6.1	131098
149620100	Joyful Noise	2012-01-13	Wide	Warner Bros.	Joyful-Noise	2011	0	0	11225190	2735	2735	10514	1018952	13400473	85028	1722374	Contemporary Fiction	Original Screenplay	Live Action	Musical	27500000	30932113	225801	32758499		8506379	PG-13	for some language including a sexual reference.	Alcon Entertainment	Farrell Paura Productions	O.N.C. Entertainment	1710396	91873		5.6	5815
149650100	The Odd Life of Timothy Green	2012-08-15	Wide	Walt Disney	Odd-Life-of-Timothy-Green-The	2011	104	0	10822903	2598	2717	17941	921635	15768702	175987	4747120	Fantasy	Original Screenplay	Live Action	Drama	40000000	51853450	3395709	54914942		87107	PG	for mild thematic elements and brief language.	Walt Disney Pictures	Scott Sanders		1462769	96430		6.6	32343
149800100	Diary of a Wimpy Kid: Rodrick Rules	2011-03-25	Wide	20th Century Fox	Diary-of-A-Wimpy-Kid-2-Rodick-Rules	2010	99	1	23751502	3167	3169	14111	1209105	18338700	118663	2381068	Contemporary Fiction	Based on Fiction Book/Short Story	Live Action	Comedy	18000000	52698535	20996659	56021270	Diary of a Wimpy Kid	8327969	PG	for some mild rude humor and mischief.				1650043	86014		6.6	15453
149820100	Prom	2011-04-29	Wide	Walt Disney	Prom	2010	103	0	4712638	2730	2730	7385	112703	1656938	23428	568765	Contemporary Fiction	Original Screenplay	Live Action	Comedy	8000000	10130219	632964	10768946		5877476	PG	for mild language and a brief fight.	Rickshaw	Walt Disney Pictures		1604171	89194		5.3	10769
150150100	Wanderlust	2012-02-24	Wide	Universal	Wanderlust	2010	98	0	6526650	2002	2002	6273	258023	3763536	41637	871751	Contemporary Fiction	Original Screenplay	Live Action	Comedy	32500000	17288155	6871779	18308932		18370688	R	for sexual content, graphic nudity, language and drug use				1739264				
150320100	People Like Us	2012-06-29	Wide	Walt Disney	People-Like-Us	2011	115	0	4255423	2055	2055	5877	257259	4672215	27579	638503	Contemporary Fiction	Original Screenplay	Live Action	Drama	16000000	12431792	88012	13165822			PG-13	for language, some drug use and brief sexuality.	DreamWorks Pictures	Reliance Entertainment	K/O Paper Products	1716777	95567		7.1	29887
150360100	The World's End	2013-08-23	Wide	Focus Features	Worlds-End-The	2013	109	0	8811790	1551	1553	7296	212007	2954342	266185	5778362	Science Fiction	Original Screenplay	Live Action	Comedy	20000000	26004851	21503654	26964434	Three Flavours Cornetto Trilogy	3962614	R	for pervasive language including sexual references.	Focus Features	Universal Pictures	Relativity Media	1213663	103341		7	133680
150530100	I Don't Know How She Does It	2011-09-16	Wide	Weinstein Co.	I-Dont-Know-How-She-Does-It	2011	89	0	4402201	2476	2490	6230	214825	3547667	15604	327427	Contemporary Fiction	Based on Fiction Book/Short Story	Live Action	Comedy	24000000	9659074	14815389	10268094		5732303	PG-13	for sexual references throughout.	Weinstein Company			1742650	89388		4.8	14402
150570100	Mr. Poppers's Penguins	2011-06-17	Wide	20th Century Fox	Mr-Poppers-Penguins	2010	93	0	18445355	3339	3342	15730	1682558	24784671	234359	5968688	Kids Fiction	Based on Fiction Book/Short Story	Live Action	Adventure	55000000	68224452	121400000	72526122		18357429	PG	for mild rude humor and some language.	20th Century Fox	Davis Entertainment	Dune Entertainment	1396218	87483		6	55339
150610100	The Bourne Legacy	2012-08-10	Wide	Universal	Bourne-Legacy-The	2011	135	1	38142825	3745	3753	22777	1816593	30434658	1173305	25423328	Contemporary Fiction	Based on Fiction Book/Short Story	Live Action	Thriller/Suspense	125000000	113203870	167152050	119888012	Bourne	16900811	PG-13	for violence and action sequences.	The Kennedy/Marshall Company	Universal Pictures	Relativity Media	1194173	91535		6.7	188417
150710100	Romeo & Juliet	2013-10-11	Wide	Relativity	Romeo-and-Juliet-(2013)	2012	118	0	520116	461	461	1109	26430	357908	5558	99604	Historical Fiction	Based on Play	Live Action	Drama	0	1162635	0	1205532			R	for violence and language.	Relativity Media	Swarovski Entertainment	Blue Lake Media Fund	1645131	105597			
150770100	Alvin and the Chipmunks: Chipwrecked	2011-12-16	Wide	20th Century Fox	Alvin-and-the-Chipmunks-Chipwrecked	2011	87	1	23244744	3723	3734	24878	2978262	44680012	435609	10467397	Kids Fiction	Based on TV	Animation/Live Action	Comedy	80000000	133107389	215981134	141358767	Alvin and the Chipmunks	17435362	G		Bagdasarian Company	Fox 2000 Pictures	Regency Enterprises	1615918	91671		4.4	17920
150780100	The Muppets	2011-11-23	Wide	Walt Disney	Muppets-The	2011	98	1	29239026	3440	3440	19678	1975473	34284398	838943	24307971	Kids Fiction	Based on TV	Live Action	Comedy	45000000	88625922	72346000	94189503	Muppets	14209050	PG	for some mild rude humor.	Walt Disney Pictures			1204342	91094		7.2	67533
150790100	The Pirates! Band of Misfits	2012-04-27	Wide	Sony Pictures	Pirates-(2012)	2011	88	0	11137734	3358	3358	14910	355539	5717521	111593	2807474	Kids Fiction	Based on Fiction Book/Short Story	Stop-Motion Animation	Adventure	55000000	31051126	105092479	32884545		14125543	PG	for mild action, rude humor and some language.	Columbia Pictures	Sony Pictures Animation	Aardman Animations	1430626	94833		6.7	32891
150800100	Winnie the Pooh	2011-07-15	Wide	Walt Disney	Winnie-the-Pooh	2010	69	0	7857076	2405	2405	8867	874427	14622049	203584	5526569	Kids Fiction	Based on Fiction Book/Short Story	Hand Animation	Adventure	30000000	26692846	23452761	28375869		3281277	G		Walt Disney Pictures			1449283	88267		7.3	13335
151100100	Justin Bieber: Never Say Never	2011-02-11	Wide	Paramount Pictures	Justin-Bieber-Never-Say-Never	2010	105	0	29514054	3105	3118	13852	1722479	26833992	160980	3244424	Factual	Based on Real Life Events	Live Action	Concert/Performance	13000000	73013910	26020215	77617564		13585845	G		Scooter Braun Films	L.A. Reid Media	AEG Live	1702443	121103			
151130100	Ted	2012-06-29	Wide	Universal	Ted	2011	106	0	54415205	3239	3303	25021	5141099	82878252	2282714	48516322	Contemporary Fiction	Original Screenplay	Animation/Live Action	Comedy	50000000	218665740	337350887	231576905	Ted	27413193	R	for crude and sexual content, pervasive language, and some drug use.	Universal Pictures	Media Rights Capital	Fuzzy Door	1637725	95441		7.1	373461
151140100	The Dilemma	2011-01-14	Wide	Universal	Dilemma-The	2010	110	0	17816230	2940	2943	13111	455037	7074987	77302	1642906	Contemporary Fiction	Original Screenplay	Live Action	Comedy	70000000	48475290	22071575	51531739		28845659	PG-13	for mature thematic elements involving sexual content.	Wild West Picture Show	Imagine Entertainment	Spyglass Entertainment	1578275	83910		5.3	38971
151390100	The Possession	2012-08-31	Wide	Lionsgate	Possession-The-(2011)	2011	93	0	17732480	2816	2860	14488	504964	7459468	53392	1227473	Fantasy	Original Screenplay	Live Action	Horror	14000000	49130588	33794476	52031511		4849284	PG-13	for mature thematic material involving violence and disturbing sequences.				431021	96490		5.9	40376
151620100	Contraband	2012-01-13	Wide	Universal	Contraband	2011	109	0	24349815	2863	2870	12395	1051230	17013703	368560	8549575	Contemporary Fiction	Remake	Live Action	Action	25000000	66528000	31878855	70456153		26240904	R	for violence, pervasive language and brief drug use.	Relativity Media	Working Title Films	Blueeyes	1524137	91842		6.5	90381
151730100	The Wolverine	2013-07-26	Wide	20th Century Fox	Wolverine-The	2013	126	1	53113752	3924	3924	18417	2447854	37176731	2056536	41063721	Super Hero	Based on Comic/Graphic Novel	Live Action	Action	115000000	132556852	283900000	137448242	Wolverine	33423205	PG-13	for sequences of intense sci - fi action and violence, some sexuality and language.	20th Century Fox	Marvel Studios	Donners' Company	1430132	103772		6.8	247693
151980100	Apollo 18	2011-09-02	Wide	Weinstein Co.	Apollo-18	2010	87	0	8704271	3328	3330	9219	301126	4494370	56786	1378578	Science Fiction	Original Screenplay	Live Action	Thriller/Suspense	5000000	17686929	8830890	18802112		9166196	PG-13	for some disturbing sequences, and language.	Dimension Films	Bekmambetov Projects		1772240	92192		5.2	42538
152250100	Snow White and the Huntsman	2012-06-01	Wide	Universal	Snow-White-and-the-Huntsman	2011	127	0	56217700	3773	3777	20263	2047400	31851454	948031	19215242	Fantasy	Based on Folk Tale/Legend/Fairytale	Live Action	Adventure	170000000	155136755	245880169	164296839	Snow White and the Huntsman	27357173	PG-13	for intense sequences of violence and action, and brief sensuality.	Roth Films			1735898	94780		6.2	190621
152270100	Shark Night 3D	2011-09-02	Wide	Relativity	Shark-Night-3D	2011	85	0	8404260	2806	2848	9217	195322	3100212	39829	838638	Contemporary Fiction	Original Screenplay	Live Action	Horror	25000000	18877153	13332588	20067387		3078981	PG-13	for violence and terror, disturbing images, sexual references, partial nudity, language and thematic material.	Rogue Pictures	Incentive Filmed Entertainment	Sierra Pictures	1633356	89427		4	18723
152710100	Courageous	2011-09-30	Wide	Sony Pictures	Courageous	2011	129	0	9112839	1161	1214	9963	1422575	20965529	165785	3400637	Contemporary Fiction	Original Screenplay	Live Action	Drama	2000000	34522221	663663	36696953		10797582	PG-13	for some violence and drug content.	Tri-Star Pictures	Sherwood Pictures	Provident Films	1630036	93265		7	12473
152720100	In Time	2011-10-28	Wide	20th Century Fox	In-Time	2011	109	0	12050368	3122	3127	12413	650471	9176650	351603	7326913	Science Fiction	Original Screenplay	Live Action	Thriller/Suspense	35000000	37553932	127550020	39919852		28881973	PG-13	for violence, some sexuality and partial nudity, and brief strong language.	Regency Enterprises	New Regency	Strike Entertainment	1637688	90405		6.7	245391
152930100	Project X	2012-03-02	Wide	Warner Bros.	Project-X-(2011)	2011	87	0	21051363	3055	3055	13146	1157029	16014431	314083	5815879	Contemporary Fiction	Original Screenplay	Live Action	Comedy	12000000	54731865	48296323	57963517	Project X	17954020	R	for crude and sexual content throughout, nudity, drugs, drinking, pervasive language, reckless behavior and mayhem - all involving teens.	Warner Bros.	Silver Pictures	Green Hat Films	1636826	93270		6.7	132318
152980100	Paranormal Activity 3	2011-10-21	Wide	Paramount Pictures	Paranormal-Activity-3	2011	81	1	52568183	3321	3329	15480			177039	3538808	Fantasy	Original Screenplay	Live Action	Horror	5000000	104028807	98024579	110587910	Paranormal Activity	11869407	R	for some violence, language, brief sexuality and drug use.	Paramount Pictures	Blumhouse	Solana Films	1778304	90469		5.9	66176
153070100	Ice Age: Continental Drift	2012-07-13	Wide	20th Century Fox	Ice-Age-Continental-Drift	2012	87	1	46629259	3881	3886	27365	2757425	43102157	1030183	19999334	Fantasy	Original Screenplay	Digital Animation	Adventure	95000000	161321843	718443294	170844513	Ice Age	12644483	PG	for mild rude humor and action/peril.	20th Century Fox	Blue Sky Studios		1667889	95543		6.7	111336
153080100	Ouija	2014-10-24	Wide	Universal	Ouija-(2014)	2014	89	0	19875995	2858	2899	13220	319031	5929411	84663	1825589	Fantasy	Based on Game	Live Action	Horror	5000000	50856010	52734261	52474432	Ouija		PG-13	for disturbing violent content, frightening horror images, and thematic material.	Platinum Dunes	Blumhouse	Hasbro Studios	1204977	115534			
153090100	Skyfall	2012-11-09	Wide	Sony Pictures	Skyfall	2012	143	1	88364714	3505	3526	28830	2912066	47822710	2607062	52422810	Contemporary Fiction	Based on Fiction Book/Short Story	Live Action	Action	200000000	304360277	806166704	322163965	James Bond	42711119	PG-13	for intense violent sequences throughout, some sexuality, language and smoking.	Eon Productions	B23	Metro-Goldwyn-Mayer Pictures	1074638	96079		7.8	417654
153460100	Prometheus	2012-06-08	Wide	20th Century Fox	Prometheus	2011	124	0	51050101	3396	3442	14524	1196756	18571206	1441432	24682035	Science Fiction	Original Screenplay	Live Action	Adventure	125000000	126477084	272528622	133944944	Alien	19560147	R	for sci-fi violence including some intense images, and brief language.	20th Century Fox	Dune Entertainment	Scott Free Films	1446714	94864		7	382396
153600100	Dredd	2012-09-21	Wide	Lionsgate	Dredd	2011	98	0	6278491	2506	2557	6281	723203	11202369	376818	7708597	Science Fiction	Based on Comic/Graphic Novel	Live Action	Action	45000000	13414714	28052892	14206784		7951835	R	for strong bloody violence, language, drug use and some sexual content.	Lionsgate	Reliance Entertainment	IM Global	1343727	96737		7	170346
157820100	50/50	2011-09-30	Wide	Summit Entertainment	5050	2011	100	0	8644095	2458	2479	12504	573106	8166585	172002	3094012	Contemporary Fiction	Based on Real Life Events	Live Action	Black Comedy	8000000	35014192	6318617	37221889		19936688	R	for language throughout, sexual content and some drug use	Summit Entertainment	Mandate Pictures	Point Grey	1306980	89864		7.8	233472
158310100	Hop	2011-04-01	Wide	Universal	Hop	2011	95	0	37543710	3579	3616	20044	2824340	44187731	768489	14015582	Kids Fiction	Based on Folk Tale/Legend/Fairytale	Animation/Live Action	Comedy	63000000	108085305	80572288	114900268		17987207	PG	for some mild rude humor.	Relativity Media	Illumination Entertainment		1411704	86059		5.5	20487
158400100	The Ides of March	2011-10-07	Wide	Sony Pictures	Ides-of-March	2011	101	0	10470143	2199	2199	12233	489252	7792151	156450	2890533	Contemporary Fiction	Based on Play	Live Action	Drama	23000000	40962534	36773391	43544735		16950270	R	for pervasive language.	Exclusive Media Group	Smoke House Pictures	Cross Creek Pictures	1124035	89804		7.2	168616
158560100	Turbo	2013-07-17	Wide	20th Century Fox	Turbo	2013	96	0	21312625	3806	3809	16334	2459000	43315388	1170848	24529267	Kids Fiction	Original Screenplay	Digital Animation	Adventure	135000000	83028130	203868448	86091898		22859751	PG	for some mild action and thematic elements.	DreamWorks Animation	Lisa Stewart		1860353	103755		6.5	47448
158680100	The Secret World of Arietty	2012-02-17	Wide	Walt Disney	Kari-gurashi-no-Arietti	2010	94	0	6446395	1522	2958	7778	860015	16527502	182738	5298036	Fantasy	Based on Fiction Book/Short Story	Hand Animation	Adventure	0	19192510	129000000	20325733			G		Studio Ghibli	Nippon Television Network	Dentsu Inc.	1568921	83132			
158690100	That's My Boy	2012-06-15	Wide	Sony Pictures	I-Hate-You-Dad	2011	115	0	13453714	3030	3030	9079	361263	5782982	74982	1499592	Contemporary Fiction	Original Screenplay	Live Action	Comedy	57500000	36931089	21154146	39111693		32421923	R	for crude sexual content throughout, nudity, pervasive language and some drug use.	Columbia Pictures	Relativity Media	Happy Madison	1232200	96616		5.6	58638
158870100	Resident Evil: Retribution	2012-09-14	Wide	Sony Pictures	Resident-Evil-Retribution	2012	95	1	21052227	3012	3016	10697	972574	15568089	289083	6200021	Science Fiction	Based on Game	Live Action	Action	65000000	42345531	196595466	44845830	Resident Evil	10920470	R	for sequences of strong violence throughout.	Screen Gems	Constantin Film	Davis Films	1855325	96691		5.3	88215
158880100	Wreck-It Ralph	2012-11-02	Wide	Walt Disney	Wreck-It-Ralph	2012	101	0	49038712	3752	3752	32034	3352874	63018995	1952621	60218972	Kids Fiction	Original Screenplay	Digital Animation	Adventure	165000000	189412677	307098844	200354959		43086849	PG	for some rude humor and mild action/violence.	Walt Disney Animation Studios			1772341	97913		7.8	201406
160040100	The Expendables 2	2012-08-17	Wide	Lionsgate	Expendables-II-The	2012	103	1	28591370	3316	3355	19927	1706210	24421694	722326	13236654	Contemporary Fiction	Original Screenplay	Live Action	Action	100000000	85028192	226951064	90048695	The Expendables	19794326	R	for strong bloody violence throughout.	Lionsgate	Millennium Films	Nu Image	1764651	91485		6.7	207596
160260100	Chronicle	2012-02-03	Wide	20th Century Fox	Chronicle	2011	106	0	22004098	2907	2908	13597	582050	8501830	327741	7653859	Science Fiction	Original Screenplay	Live Action	Thriller/Suspense	12000000	64575175	59106615	68388029		12149968	PG-13	for intense action and violence, thematic material, some language, sexual content and teen drinking.	20th Century Fox	Davis Entertainment	Dune Entertainment	1706593	92420		7.1	172794
160460100	Chimpanzee	2012-04-20	Wide	Walt Disney	Chimpanzee	2011	78	0	10673748	1563	1567	8175			130658	3340290	Factual	Based on Real Life Events	Live Action	Documentary	0	28965459	5752647	30675725			G		Disney Nature			1222815	95069			
160750100	This is 40	2012-12-21	Wide	Universal	This-is-40	2011	134	0	11579175	2913	2931	13731	802099	12282008	287094	7136857	Contemporary Fiction	Spin-Off	Live Action	Comedy	35000000	67544505	22676677	71238389		45920157	R	for sexual content, crude humor, pervasive language and some drug material.	Universal Pictures	Judd Apatow		1758830	99117		6.2	88457
161030100	ParaNorman	2012-08-17	Wide	Focus Features	ParaNorman	2011	96	0	14087050	3429	3455	20032	988689	16024879	328828	7797106	Kids Fiction	Original Screenplay	Stop-Motion Animation	Comedy	60000000	56003051	51590071	59309762		9449835	PG	for scary action and images, thematic elements, some rude humor and language.	Focus Features	Laika		1623288	96281		7	60612
161040100	Glee: The 3D Concert Movie	2011-08-12	Wide	20th Century Fox	Glee-Live-3D	2011	100	0	5961231	2040	2040	4341					Factual	Based on TV	Live Action	Concert/Performance	9000000	11862398	5600000	12610344			PG	for thematic elements, brief language and some sensuality.	20th Century Fox	20th Century Fox Television		1922612	88835			
161050100	The Boxtrolls	2014-09-26	Wide	Focus Features	Boxtrolls-The	2014	96	0	17275239	3464	3464	16586	534283	8434673	319231	10392808	Kids Fiction	Based on Fiction Book/Short Story	Stop-Motion Animation	Adventure	60000000	50837305	61108946	52448172			PG	for action, some peril and mild rude humor.	Laika			787474	114552	81564		
161080100	The Raven	2012-04-27	Wide	Relativity	Raven-The	2011	111	0	7289642	2203	2209	7207	215346	3255725	70393	1646891	Historical Fiction	Original Screenplay	Live Action	Thriller/Suspense	26000000	16008272	14593529	16953480		8053129	R	for bloody violence and grisly images.	Relativity Media	Intrepid Pictures	Galavis Film	1486192	93982		6.4	65224
161110100	Mirror Mirror	2012-03-30	Wide	Relativity	Mirror-Mirror	2012	95	0	18132085	3603	3618	19475	1467936	24116029	226375	5174001	Fantasy	Based on Folk Tale/Legend/Fairytale	Live Action	Adventure	85000000	64935167	108678315	68769276		26060420	PG	for some fantasy action and mild rude humor.	Relativity Media	Yuk Films	Goldman Pictures	1667353	94015		5.6	61543
161350100	Gone	2012-02-24	Wide	Lionsgate	Gone	2011	94	0	4770360	2186	2186	6357	223256	3130232	43435	829286	Contemporary Fiction	Original Screenplay	Live Action	Thriller/Suspense	0	11682205	6417984	12371978		13378580	PG-13	for violence and terror, some sexual material, brief language and drug references.	Summit Entertainment	Lakeshore Entertainment	Sidney Kimmel Entertainment	1957913				
161360100	American Reunion	2012-04-06	Wide	Universal	American-Reunion	2012	112	1	21514080	3192	3203	13414	1084818	18715721	313555	6780400	Contemporary Fiction	Original Screenplay	Live Action	Comedy	50000000	56758835	180040376	60110166	American Pie	25379526	R	for crude and sexual content throughout, nudity, language, brief drug use and teen drinking.	Universal Pictures	Relativity Media	Practical Pictures	1605630	93831		6.8	149618
161370100	Think Like a Man	2012-04-20	Wide	Sony Pictures	Think-Like-a-Man	2012	122	0	33636303	2015	2052	12145	1098739	17140935	127021	2557025	Contemporary Fiction	Based on Factual Book/Article	Live Action	Romantic Comedy	12000000	91547205	21826559	96952629	Think Like a Man	18904000	PG-13	for sexual content, some crude humor, and brief drug use.	Screen Gems	Rainforest Films		1621045	94323		6.6	28243
161500100	Playing for Keeps	2012-12-07	Wide	FilmDistrict	Playing-the-Field	2011	105	0	5750288	2837	2840	7387	133908	2212657	37267	743622	Contemporary Fiction	Original Screenplay	Live Action	Romantic Comedy	0	13103272	14702360	13871380		25131907	PG-13	for some sexual situations, language and a brief intense image.	Film District	Millennium Films	Misher Films	1540128	99087		5.7	19917
161720100	Journey 2: The Mysterious Island	2012-02-10	Wide	Warner Bros.	Journey-2-Mysterious-Island	2011	52	1	27335363	3470	3500	23543	1506421	22119860	312923	8869687	Fantasy	Based on Fiction Book/Short Story	Live Action	Adventure	79000000	103860290	214285872	109992743	Journey to the Center of the Earth	12709657	PG	for some adventure action, and brief mild language.	New Line Cinema	Contrafilm		1397514	92681		5.8	55458
161730100	What to Expect When You're Expecting	2012-05-18	Wide	Lionsgate	What-to-Expect-When-Your-Expecting	2012	109	0	10547068	3021	3021	13654	484327	6430573	53648	1079607	Contemporary Fiction	Based on Factual Book/Article	Live Action	Romantic Comedy	37500000	41152203	79773494	43582038		29617341	PG-13	for crude and sexual content, thematic elements and language.	Lionsgate	Alcon Entertainment	Phoenix Pictures	1586265	95199		5.7	48624
162070100	Safe Haven	2013-02-14	Wide	Relativity	Safe-Haven	2011	115	0	21401594	3223	3223	17613	1218304	19776906	407771	9391728	Contemporary Fiction	Based on Fiction Book/Short Story	Live Action	Drama	28000000	71399120	22651831	74033769		30707524	PG-13	for thematic material involving threatening behavior, and for violence and sexuality.	Temple Hill Entertainment	Relativity Media	Nicholas Sparks Productions	1836906				
162080100	The Campaign	2012-08-10	Wide	Warner Bros.	Campaign-The	2011	85	0	26588460	3205	3302	20254	1326629	17214034	213541	5086242	Contemporary Fiction	Original Screenplay	Live Action	Comedy	95000000	86907746	18000000	92039229		15178336	R	for crude sexual content, language and brief nudity.	Warner Bros.	Gary Sanchez Productions	Everyman Pictures	1790886	96110		6.2	93708
162190100	Tyler Perry's Good Deeds	2012-02-24	Wide	Lionsgate	Tyler-Perrys-Good-Deeds	2011	111	0	15583924	2132	2132	8440	760159	11856003	57389	1194398	Contemporary Fiction	Original Screenplay	Live Action	Drama	14000000	35025791	553386	37093897		5306172	PG-13	for sexual content, language, some violence and thematic material.				1885265	132140		5.2	5720
162750100	Mama	2013-01-18	Wide	Universal	Mama	2012	109	0	28402310	2647	2781	14716	464647	7337514	185770	4011830	Fantasy	Based on Short Film	Live Action	Horror	15000000	71628180	76467386	74271284		24394203	PG-13	for violence and terror, some disturbing images and thematic elements.	Universal Pictures	Guillermo del Toro	De Milo	2023587	99912			
162830100	Act of Valor	2012-02-24	Wide	Relativity	Act-of-Valor	2011	101	0	24476632	3039	3053	17305	1730711	28090287	734591	15793462	Contemporary Fiction	Original Screenplay	Live Action	Action	12000000	70012847	12484188	74146765		15570768	R	for strong violence including some torture, and for language.	Bandito Brothers			1591479	93297		6.5	51824
162910100	The Mighty Macs	2011-10-21	Wide	Quaker Media	Mighty-Macs-The	2009	98	0	963221	975	975	1565					Dramatization	Based on Real Life Events	Live Action	Drama	7000000	1891936	0	2011221			G		Ocean Avenue Entertainment	Quaker Media		1034324	94748		6.5	1009
162940100	Django Unchained	2012-12-25	Wide	Weinstein Co.	Django-Unchained	2011	165	0	30122888	3010	3012	21060	1981087	32880183	1346799	29263680	Historical Fiction	Original Screenplay	Live Action	Western	100000000	162805434	287142889	171166564		57857044	R	for strong graphic violence throughout, a vicious fight, language and some nudity.	Weinstein Company	Columbia Pictures	A Band Apart	1853728	99114		8.5	681776
162960100	Haywire	2012-01-20	Wide	Relativity	Haywire	2011	93	0	8425370	2439	2441	6693	475675	6821389	144726	2895212	Contemporary Fiction	Original Screenplay	Live Action	Thriller/Suspense	23000000	18942396	17432304	20060846		24294950	R	for some violence.	Relativity Media	Bord Scannan na hEireann	Irish Film Board	1506999	92008		5.8	65486
163130100	Oblivion	2013-04-19	Wide	Universal	Oblivion-(2013)	2012	125	0	37054485	3783	3792	17538	1051412	14655415	762960	15250808	Science Fiction	Based on Comic/Graphic Novel	Live Action	Thriller/Suspense	120000000	89107235	198809398	92395321		36711225	PG-13	for sci-fi action violence, brief strong language, and some sensuality/nudity.	Universal Pictures	Relativity Media	Chernin Entertainment	1483013	101864		7	294556
163140100	Despicable Me 2	2013-07-03	Wide	Universal	Despicable-Me-2	2013	98	1	84227980	3997	4003	33528	8523695	128845080	5895314	114808482	Kids Fiction	Original Screenplay	Digital Animation	Comedy	76000000	368065385	606808379	381646568	Despicable Me	45606753	PG	for rude humor and mild action.	Universal Pictures	Chris Meledandri		1690953	103335		7.5	208694
163150100	Savages	2012-07-06	Wide	Universal	Savages	2012	130	0	16016910	2628	2635	10388	641446	10382077	158487	3427791	Contemporary Fiction	Based on Fiction Book/Short Story	Live Action	Thriller/Suspense	45000000	47323100	33271760	50117303		8858269	R	for strong brutal and grisly violence, some graphic sexuality, nudity, drug use and language throughout.	Universal Pictures	Relativity Media	Moritz Borman	1615065	95583		6.5	91569
163190100	Scary Movie V	2013-04-12	Wide	Weinstein Co.	Scary-Movie-5	2011	86	1	14157367	3402	3402	13620	275004	3847555	72287	1440200	Fantasy	Original Screenplay	Live Action	Comedy	20000000	32015787	46598194	33197180	Scary Movie	14569861	PG-13	for crude and sexual content throughout, language, some drug material, partial nudity, comic violence and gore.	DZE	Brad Grey		795461	101997		3.5	40194
163420100	Fast and Furious 6	2013-05-24	Wide	Universal	Fast-and-Furious-6	2012	130	1	97375245	3658	3771	20731	3534673	55907538	3051533	75136328	Contemporary Fiction	Based on Factual Book/Article	Live Action	Action	160000000	238679850	551272961	247487223	Fast and the Furious	40687206	PG-13	for intense sequences of violence and action and mayhem throughout, some sexuality and language.	Universal Pictures	Relativity Media	Original Film	1905041	102716		7.2	231188
163710100	Thor: The Dark World	2013-11-08	Wide	Walt Disney	Thor-The-Dark-World	2013	111	1	85737841	3841	3841	22518	2002120	34743265	1948987	39116289	Super Hero	Based on Comic/Graphic Novel	Live Action	Adventure	150000000	206360018	438240376	213959992	Thor	41788991	PG-13	for sequences of intense sci-fi action and violence, and some suggestive content.	Marvel Studios	Kevin Feige		1981115	106072		7.2	285777
163740100	Pacific Rim	2013-07-12	Wide	Warner Bros.	Pacific-Rim	2013	131	0	37285325	3275	3285	14097	1490159	21648660	1889190	30407095	Science Fiction	Original Screenplay	Live Action	Action	190000000	101802906	309200000	105559465	Pacific Rim	25212479	PG-13	for sequences of intense sci-fi action and violence throughout, and brief language.	Warner Bros.	Legendary Pictures	Guillermo del Toro	1663662	103228		7	296435
